书名,类型,业务分类
送审 云南专用 课堂精练 生物 八年级下册 北师大版,送审,送审云南
送审 云南专用 课堂精练 生物 七年级上册 北师大版,送审,送审云南
送审 云南专用 课堂精练 生物 七年级下册 北师大版,送审,送审云南
送审 重庆专版 初中同步测控优化设计 生物 八年级上册 北师大版,送审,送审重庆
送审 重庆专版 初中同步测控优化设计 生物 八年级下册 北师大版,送审,送审重庆
送审 重庆专版 初中同步测控优化设计 生物 八年级下册 北师大版（第2版）,送审,送审重庆
送审 重庆专版 初中同步测控优化设计 生物 七年级上册 北师大版,送审,送审重庆
送审 重庆专版 初中同步测控优化设计 生物 七年级下册 北师大版,送审,送审重庆
送审 重庆专版 初中同步测控优化设计 生物 七年级下册 北师大版（第2版）,送审,送审重庆
送审 重庆专版 生物 伴你学 八年级上册  北师大版,送审,送审重庆
送审 重庆专版 生物 伴你学 八年级下册  北师大版,送审,送审重庆
送审 重庆专版 生物 伴你学 七年级上册  北师大版,送审,送审重庆
送审 重庆专版 生物 伴你学 七年级下册  北师大版,送审,送审重庆
送审 重庆专版 生物学 活动手册 八年级上册 北师大版,送审,送审重庆
送审 重庆专版 生物学 活动手册 八年级下册 北师大版,送审,送审重庆
送审 重庆专版 生物学 活动手册 七年级上册 北师大版,送审,送审重庆
送审 重庆专版 生物学 活动手册 七年级下册 北师大版,送审,送审重庆
送审 重庆专用 初中同步测控优化设计 生物 八年级上册 北师大版,送审,送审重庆
送审 重庆专用 初中同步测控优化设计 生物 八年级下册 北师大版,送审,送审重庆
送审 重庆专用 初中同步测控优化设计 生物 七年级上册 北师大版,送审,送审重庆
送审 重庆专用 初中同步测控优化设计 生物 七年级下册 北师大版,送审,送审重庆
送审 重庆专用 高中同步测控优化设计 生物 必修1 北师大版,送审,送审重庆
送审 重庆专用 课时同步学练测 高中语文 必修1 北师大版,送审,送审重庆
送审 重庆专用 课时同步学练测 高中语文 必修2 北师大版,送审,送审重庆
送审 重庆专用 课时同步学练测 高中语文 必修3 北师大版,送审,送审重庆
送审 重庆专用 课时同步学练测 高中语文 必修4 北师大版,送审,送审重庆
送审 重庆专用 课时同步学练测 高中语文 必修5 北师大版,送审,送审重庆
送审 专家伴读 新课程同步学案 道德与法治 八年级上册 北师大版 ,送审,送审全国
送审 专家伴读 新课程同步学案 生物学 八年级上 北师大版,送审,送审全国
送审 专家伴读 新课程同步学案 生物学 七年级上 北师大版,送审,送审全国
送审 专家伴读 新课程同步学案 数学 八年级上 北师大版,送审,送审全国
送审 专家伴读 新课程同步学案 数学 九年级全一册 北师大版,送审,送审全国
送审 专家伴读 新课程同步学案 数学 七年级上 北师大版,送审,送审全国
送审 专家伴读 新课程同步学案 思想品德 八年级上 北师大版,送审,送审全国
送审 专家伴读 新课程同步学案 思想品德 九年级全一册 北师大版,送审,送审全国
送审 专家伴读 新课程同步学案 思想品德 七年级上 北师大版,送审,送审全国
送审 专家伴读 新课程同步学案 物理 八年级上 北师大版,送审,送审全国
送审 专家伴读 新课程同步学案 物理 九年级全一册 北师大版,送审,送审全国
送审 专家伴读 新课程同步学案 英语 必修1 北师大版,送审,送审全国
送审 专家伴读 新课程同步学案 英语 必修2 北师大版,送审,送审全国
送审 专家伴读 新课程同步学案 英语 必修5 北师大版,送审,送审全国
送审 专家伴读 新课程同步学案 英语 选修6 北师大版,送审,送审全国
送审安徽 高中同步测控优化设计 数学 必修1  北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 必修1 北师大版 双色,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 必修2  北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 必修2 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 必修2 北师大版 双色,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 必修3  北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 必修3 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 必修3 北师大版 双色,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 必修4  北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 必修4 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 必修4 北师大版 双色,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 必修5  北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 必修5 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 必修5 北师大版 双色,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 选修1-1 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 选修1-1 北师大版 双色,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 选修1-2 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 选修1-2 北师大版 双色,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 选修2-1 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 选修2-1 北师大版 双色,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 选修2-2 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 选修2-2 北师大版 双色,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 选修2-3 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 选修2-3 北师大版 双色,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 选修4-1 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 选修4-1 几何证明选讲 北师大版 双色,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 选修4-4 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 选修4-4 坐标系与参数方程 北师大版 双色,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 选修4-5 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 数学 选修4-5 不等式选讲 北师大版 双色,送审,送审安徽
送审安徽 高中同步测控优化设计 数学选修 1-1,送审,送审安徽
送审安徽 高中同步测控优化设计 数学选修 2-1,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 必修1 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 必修1 北师大版 （第4版）,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 必修1 北师大版 教师用书,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 必修2 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 必修2 北师大版 （第4版）,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 必修2 北师大版 教师用书,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 必修3 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 必修3 北师大版 （第4版）,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 必修3 北师大版 教师用书,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 必修4 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 必修4 北师大版 （第4版）,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 必修4 北师大版 教师用书,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 必修5 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 必修5 北师大版 （第3版）,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 必修5 北师大版 教师用书,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 必修8 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 选修6 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 选修6 北师大版 （第4版）,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 选修6 北师大版 教师用书,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 选修7 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 选修7 北师大版 （第4版）,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 选修7 北师大版 教师用书,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 选修8 北师大版,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 选修8 北师大版 （第4版）,送审,送审安徽
送审安徽 高中同步测控优化设计 英语 选修8 北师大版 教师用书,送审,送审安徽
送审安徽 寒假生活 数学 八年级 北师大版,送审,送审安徽
送审安徽 寒假生活 数学 六年级 北师大版,送审,送审安徽
送审安徽 寒假生活 数学 七年级 北师大版,送审,送审安徽
